bustabit-tiny-hot-wallet_peak-and-tail,15.03210993,37.91,28,10076,14372,5005,7,4324,bnb: **639** ; knapsack: **42** ; Total: **681**,0.00000317,9.99923597,0.29105830,0.97235226,0.10290694,0.00002056,0.00019040,0.10309734,1,43,2.87,3.44,knapsack: **3201** ; srd: **1165** ; bnb: **639**
bustabit-tiny-hot-wallet_peak-and-tail,15.03195462,37.65,26,10076,14361,5005,6,4311,bnb: **640** ; knapsack: **54** ; Total: **694**,0.00000317,9.99089118,0.29598066,0.96038928,0.10306225,0.00002059,0.00017680,0.10323905,1,42,2.87,3.42,knapsack: **3195** ; srd: **1170** ; bnb: **640**
,,,,,,,,,,,,,,,,,,,,,,
LTFRE-7,Current Balance,Mean #UTXO,Current #UTXO,#Deposits,#Inputs Spent,#Withdraws,#Uneconomical outputs spent,#Change Created,#Changeless,Min Change Value,Max Change Value,Mean Change Value,Std. Dev. of Change Value,Total Fees,Mean Fees per Withdraw,Cost to Empty (10 sat/vB),Total Cost,Min Input Size,Max Input Size,Mean Input Size,Std. Dev. of Input Size,Usage
bustabit-tiny-hot-wallet_peak-and-tail,15.02998269,36.67,25,10076,14399,5005,7,4348,bnb: **602** ; knapsack: **55** ; Total: **657**,0.00000366,9.93471406,0.27338468,0.94674683,0.10503418,0.00002099,0.00017000,0.10520418,1,36,2.88,3.40,knapsack: **3375** ; srd: **1028** ; bnb: **602**
bustabit-tiny-hot-wallet_peak-and-tail,15.03048069,36.69,21,10076,14430,5005,6,4375,bnb: **584** ; knapsack: **46** ; Total: **630**,0.00000317,9.98895496,0.28204814,0.93844251,0.10453618,0.00002089,0.00014280,0.10467898,1,44,2.88,3.42,knapsack: **3386** ; srd: **1035** ; bnb: **584**
bustabit-tiny-hot-wallet_peak-and-tail,15.02950580,34.93,25,10076,14415,5005,6,4364,bnb: **588** ; knapsack: **53** ; Total: **641**,0.00000317,9.94204440,0.28251672,0.95517206,0.10551107,0.00002108,0.00017000,0.10568107,1,62,2.88,3.45,knapsack: **3399** ; srd: **1018** ; bnb: **588**
bustabit-tiny-hot-wallet_peak-and-tail,15.03065499,36.91,24,10076,14404,5005,7,4352,bnb: **606** ; knapsack: **47** ; Total: **653**,0.00000317,9.98498989,0.29353914,1.03125992,0.10436188,0.00002085,0.00016320,0.10452508,1,44,2.88,3.43,knapsack: **3363** ; srd: **1036** ; bnb: **606**
bustabit-tiny-hot-wallet_peak-and-tail,15.03048685,36.16,24,10076,14405,5005,8,4353,bnb: **609** ; knapsack: **43** ; Total: **652**,0.00000337,9.97040569,0.26932589,0.90372399,0.10453002,0.00002089,0.00016320,0.10469322,1,37,2.88,3.42,knapsack: **3345** ; srd: **1051** ; bnb: **609**
,,,,,,,,,,,,,,,,,,,,,,
LTFRE-8,Current Balance,Mean #UTXO,Current #UTXO,#Deposits,#Inputs Spent,#Withdraws,#Uneconomical outputs spent,#Change Created,#Changeless,Min Change Value,Max Change Value,Mean Change Value,Std. Dev. of Change Value,Total Fees,Mean Fees per Withdraw,Cost to Empty (10 sat/vB),Total Cost,Min Input Size,Max Input Size,Mean Input Size,Std. Dev. of Input Size,Usage
bustabit-tiny-hot-wallet_peak-and-tail,15.02994441,36.52,25,10076,14403,5005,9,4352,bnb: **593** ; knapsack: **60** ; Total: **653**,0.00000317,9.98187617,0.24960771,0.88207635,0.10507246,0.00002099,0.00017000,0.10524246,1,40,2.88,3.38,knapsack: **3466** ; srd: **946** ; bnb: **593**
bustabit-tiny-hot-wallet_peak-and-tail,15.02891456,34.86,21,10076,14421,5005,7,4366,bnb: **588** ; knapsack: **51** ; Total: **639**,0.00000317,9.98188041,0.25101195,0.93396735,0.10610231,0.00002120,0.00014280,0.10624511,1,53,2.88,3.44,knapsack: **3504** ; srd: **913** ; bnb: **588**
bustabit-tiny-hot-wallet_peak-and-tail,15.02907300,34.75,21,10076,14438,5005,9,4383,bnb: **571** ; knapsack: **51** ; Total: **622**,0.00000317,9.92636806,0.27385023,0.93409053,0.10594387,0.00002117,0.00014280,0.10608667,1,32,2.88,3.37,knapsack: **3497** ; srd: **937** ; bnb: **571**
